radar_id,interval_start_time,altitude_band,number_of_measurements,avg_u_speed,avg_v_speed,avg_bird_density
KLWX,2010-09-10 09:20:00+00,1,14,0,0,0
KLWX,2010-09-10 09:20:00+00,2,14,0,0,0
KTYX,2010-09-10 09:20:00+00,1,14,0,0,0
KTYX,2010-09-10 09:20:00+00,2,14,0,0,0
KBUF,2010-09-10 09:40:00+00,1,14,0,0,0
KBUF,2010-09-10 09:40:00+00,2,14,0,0,0
KCBW,2010-09-10 09:40:00+00,1,14,0,0,0
KCBW,2010-09-10 09:40:00+00,2,14,0,0,0
KBOX,2010-09-10 10:00:00+00,1,14,0,0,0
KBOX,2010-09-10 10:00:00+00,2,14,0,0,0
KCXX,2010-09-10 10:00:00+00,1,14,0,0,0
KCXX,2010-09-10 10:00:00+00,2,14,0,0,0
KDIX,2010-09-10 10:00:00+00,1,14,0,0,0
KDIX,2010-09-10 10:00:00+00,2,14,0,0,0
KDOX,2010-09-10 10:00:00+00,1,14,0,0,0
KDOX,2010-09-10 10:00:00+00,2,14,0,0,0
KENX,2010-09-10 10:00:00+00,1,14,0,0,0
KENX,2010-09-10 10:00:00+00,2,14,0,0,0
KGYX,2010-09-10 10:00:00+00,1,14,0,0,0
KGYX,2010-09-10 10:00:00+00,2,14,0,0,0
KOKX,2010-09-10 10:00:00+00,1,14,0,0,0
KOKX,2010-09-10 10:00:00+00,2,14,0,0,0
KBGM,2010-09-10 10:20:00+00,1,14,0,0,0
KBGM,2010-09-10 10:20:00+00,2,14,0,0,0
KCCX,2010-09-10 10:20:00+00,1,14,0,0,0
KCCX,2010-09-10 10:20:00+00,2,14,0,0,0
KLWX,2010-09-10 10:20:00+00,1,14,0,0,0
KLWX,2010-09-10 10:20:00+00,2,14,0,0,0
KTYX,2010-09-10 10:20:00+00,1,14,0,0,0
KTYX,2010-09-10 10:20:00+00,2,14,0,0,0
KBUF,2010-09-10 10:40:00+00,1,14,0,0,0
KBUF,2010-09-10 10:40:00+00,2,14,0,0,0
KCBW,2010-09-10 22:40:00+00,1,14,0,0,0
KCBW,2010-09-10 22:40:00+00,2,14,0,0,0
KGYX,2010-09-10 22:40:00+00,1,14,0,0,0
KGYX,2010-09-10 22:40:00+00,2,14,0,0,0
KBOX,2010-09-10 23:00:00+00,1,14,0,0,0
KBOX,2010-09-10 23:00:00+00,2,14,0,0,0
KCXX,2010-09-10 23:00:00+00,1,14,0,0,0
KCXX,2010-09-10 23:00:00+00,2,14,0,0,0
KDIX,2010-09-10 23:00:00+00,1,14,0,0,0
KDIX,2010-09-10 23:00:00+00,2,14,0,0,0
KENX,2010-09-10 23:00:00+00,1,14,0,0,0
KENX,2010-09-10 23:00:00+00,2,14,0,0,0
KOKX,2010-09-10 23:00:00+00,1,14,0,0,0
KOKX,2010-09-10 23:00:00+00,2,14,0,0,0
KTYX,2010-09-10 23:00:00+00,1,14,0,0,0
KTYX,2010-09-10 23:00:00+00,2,14,0,0,0
KBGM,2010-09-10 23:20:00+00,1,14,0,0,0
KBGM,2010-09-10 23:20:00+00,2,14,0,0,0
KBUF,2010-09-10 23:20:00+00,1,14,0,0,0
KBUF,2010-09-10 23:20:00+00,2,14,0,0,0
KCCX,2010-09-10 23:20:00+00,1,14,0,0,0
KCCX,2010-09-10 23:20:00+00,2,14,0,0,0
KDOX,2010-09-10 23:20:00+00,1,14,0,0,0
KDOX,2010-09-10 23:20:00+00,2,14,0,0,0
KLWX,2010-09-10 23:20:00+00,1,14,0,0,0
KLWX,2010-09-10 23:20:00+00,2,14,0,0,0
KCBW,2010-09-10 23:40:00+00,1,14,0,0,0
KCBW,2010-09-10 23:40:00+00,2,14,0,0,0
KBOX,2010-09-11 00:00:00+00,1,14,0,0,0
KBOX,2010-09-11 00:00:00+00,2,14,0,0,0
KCXX,2010-09-11 00:00:00+00,1,14,-0.26562,-6.79076,21.40866
KCXX,2010-09-11 00:00:00+00,2,14,0,0,0
KDIX,2010-09-11 00:00:00+00,1,14,-5.80437,-2.61126,9.59624
KDIX,2010-09-11 00:00:00+00,2,14,0,0,0
KENX,2010-09-11 00:00:00+00,1,14,-4.23104,-4.27234,19.65633
KENX,2010-09-11 00:00:00+00,2,14,-3.54396,-2.89945,1.28057
KGYX,2010-09-11 00:00:00+00,1,14,-7.46519,-3.36377,35.07071
KGYX,2010-09-11 00:00:00+00,2,14,0,0,0
KOKX,2010-09-11 00:00:00+00,1,14,-5.57953,-3.26028,1.80290
KOKX,2010-09-11 00:00:00+00,2,14,0,0,0
KBGM,2010-09-11 00:20:00+00,1,14,-6.64781,-7.62936,114.28361
KBGM,2010-09-11 00:20:00+00,2,14,-4.79103,-2.66274,2.84544
KBUF,2010-09-11 00:20:00+00,1,14,-4.65575,-5.54255,68.65256
KBUF,2010-09-11 00:20:00+00,2,14,0,0,0
KCCX,2010-09-11 00:20:00+00,1,14,-5.29077,-5.17733,29.96488
KCCX,2010-09-11 00:20:00+00,2,14,0,0,0
KDOX,2010-09-11 00:20:00+00,1,14,0,0,0
KDOX,2010-09-11 00:20:00+00,2,14,0,0,0
KLWX,2010-09-11 00:20:00+00,1,14,-4.43212,-4.17560,3.14699
KLWX,2010-09-11 00:20:00+00,2,14,0,0,0
KTYX,2010-09-11 00:20:00+00,1,14,-3.10319,-8.28959,243.50205
KTYX,2010-09-11 00:20:00+00,2,14,0,0,0
KCBW,2010-09-11 00:40:00+00,1,14,0,0,0
KCBW,2010-09-11 00:40:00+00,2,14,0,0,0
KGYX,2010-09-11 00:40:00+00,1,14,-6.49223,-3.31590,18.99167
KGYX,2010-09-11 00:40:00+00,2,14,0,0,0
KBOX,2010-09-11 01:00:00+00,1,14,0,0,0
KBOX,2010-09-11 01:00:00+00,2,14,0,0,0
KCXX,2010-09-11 01:00:00+00,1,14,-4.36435,-7.82106,51.69994
KCXX,2010-09-11 01:00:00+00,2,14,-4.78228,-4.44814,4.16421
KDIX,2010-09-11 01:00:00+00,1,14,-4.98299,-3.76234,9.46020
KDIX,2010-09-11 01:00:00+00,2,14,0,0,0
KENX,2010-09-11 01:00:00+00,1,14,-5.55119,-5.48716,124.58581
KENX,2010-09-11 01:00:00+00,2,14,-4.65532,-1.32300,6.85799
KOKX,2010-09-11 01:00:00+00,1,14,-8.60509,-2.96292,85.28458
KOKX,2010-09-11 01:00:00+00,2,14,-4.21236,-3.66966,10.36274
KBGM,2010-09-11 01:20:00+00,1,14,-7.76999,-8.62071,262.95906
KBGM,2010-09-11 01:20:00+00,2,14,-9.65771,-4.12706,22.72618
KBUF,2010-09-11 01:20:00+00,1,14,-4.57413,-6.09939,19.63936
KBUF,2010-09-11 01:20:00+00,2,14,-4.13670,-4.47658,2.51137
KCCX,2010-09-11 01:20:00+00,1,14,-3.58619,-7.25999,51.06577
KCCX,2010-09-11 01:20:00+00,2,14,0,0,0
KDOX,2010-09-11 01:20:00+00,1,14,-5.44986,-3.72881,6.06930
KDOX,2010-09-11 01:20:00+00,2,14,0,0,0
KLWX,2010-09-11 01:20:00+00,1,14,-6.87636,-4.62127,20.47568
KLWX,2010-09-11 01:20:00+00,2,14,0,0,0
KTYX,2010-09-11 01:20:00+00,1,14,-4.97462,-8.81839,153.00077
KTYX,2010-09-11 01:20:00+00,2,14,0,0,0
KCBW,2010-09-11 01:40:00+00,1,14,-2.04149,-1.98532,2.34577
KCBW,2010-09-11 01:40:00+00,2,14,0,0,0
KBGM,2010-09-11 02:00:00+00,1,14,-5.36880,-9.41551,263.36296
KBGM,2010-09-11 02:00:00+00,2,14,-6.46030,-5.92939,25.26302
KBOX,2010-09-11 02:00:00+00,1,14,0,0,0
KBOX,2010-09-11 02:00:00+00,2,14,0,0,0
KCXX,2010-09-11 02:00:00+00,1,14,-6.32663,-7.71071,54.69162
KCXX,2010-09-11 02:00:00+00,2,14,0,0,0
KDIX,2010-09-11 02:00:00+00,1,14,-4.98032,-4.89191,16.60033
KDIX,2010-09-11 02:00:00+00,2,14,-3.20834,-5.26241,1.67327
KDOX,2010-09-11 02:00:00+00,1,14,-4.85878,-3.44981,7.23255
KDOX,2010-09-11 02:00:00+00,2,14,0,0,0
KENX,2010-09-11 02:00:00+00,1,14,-5.83881,-8.37479,162.54340
KENX,2010-09-11 02:00:00+00,2,14,-5.35217,-3.16565,4.26580
KOKX,2010-09-11 02:00:00+00,1,14,-6.71645,-4.85717,92.09161
KOKX,2010-09-11 02:00:00+00,2,14,-1.78926,-4.84003,7.90014
KBUF,2010-09-11 02:20:00+00,1,14,-6.62151,-8.42586,83.79560
KBUF,2010-09-11 02:20:00+00,2,14,-6.38323,-6.15789,2.70254
KCCX,2010-09-11 02:20:00+00,1,14,-4.20262,-7.13220,59.45473
KCCX,2010-09-11 02:20:00+00,2,14,-1.71393,-4.87904,2.10712
KLWX,2010-09-11 02:20:00+00,1,14,-6.86467,-5.57538,30.02393
KLWX,2010-09-11 02:20:00+00,2,14,-1.16936,-3.98133,1.32739
KTYX,2010-09-11 02:20:00+00,1,14,-4.12392,-8.84364,83.05648
KTYX,2010-09-11 02:20:00+00,2,14,0,0,0
KCBW,2010-09-11 02:40:00+00,1,14,0,0,0
KCBW,2010-09-11 02:40:00+00,2,14,0,0,0
KGYX,2010-09-11 02:40:00+00,1,14,-4.07896,-2.96511,15.24270
KGYX,2010-09-11 02:40:00+00,2,14,0,0,0
KBOX,2010-09-11 03:00:00+00,1,14,-2.68627,-2.04890,1.07155
KBOX,2010-09-11 03:00:00+00,2,14,0,0,0
KCXX,2010-09-11 03:00:00+00,1,14,-6.72566,-6.78976,36.06971
KCXX,2010-09-11 03:00:00+00,2,14,0,0,0
KDOX,2010-09-11 03:00:00+00,1,14,-5.73626,-4.31529,23.80095
KDOX,2010-09-11 03:00:00+00,2,14,0,0,0
KENX,2010-09-11 03:00:00+00,1,14,-6.99046,-6.42546,152.36697
KENX,2010-09-11 03:00:00+00,2,14,0,0,0
KOKX,2010-09-11 03:00:00+00,1,14,-7.45241,-4.17874,44.03943
KOKX,2010-09-11 03:00:00+00,2,14,0.26136,-4.68463,1.42855
KBGM,2010-09-11 03:20:00+00,1,14,-5.70734,-9.99736,215.11645
KBGM,2010-09-11 03:20:00+00,2,14,-4.90042,-4.49079,10.48095
KBUF,2010-09-11 03:20:00+00,1,14,-7.96019,-7.21386,95.01749
KBUF,2010-09-11 03:20:00+00,2,14,0,0,0
KCCX,2010-09-11 03:20:00+00,1,14,-5.75448,-7.32256,71.14889
KCCX,2010-09-11 03:20:00+00,2,14,-1.57508,-5.05678,2.60215
KDIX,2010-09-11 03:20:00+00,1,14,-8.18329,-4.68949,113.83666
KDIX,2010-09-11 03:20:00+00,2,14,-6.83021,-4.86051,19.43371
KLWX,2010-09-11 03:20:00+00,1,14,-8.85684,-5.54410,42.04511
KLWX,2010-09-11 03:20:00+00,2,14,0,0,0
KTYX,2010-09-11 03:20:00+00,1,14,-4.46631,-6.90832,35.51442
KTYX,2010-09-11 03:20:00+00,2,14,0,0,0
KCBW,2010-09-11 03:40:00+00,1,14,0,0,0
KCBW,2010-09-11 03:40:00+00,2,14,0,0,0
KBOX,2010-09-11 04:00:00+00,1,14,0,0,0
KBOX,2010-09-11 04:00:00+00,2,14,0,0,0
KCXX,2010-09-11 04:00:00+00,1,14,-6.90554,-7.05379,29.43581
KCXX,2010-09-11 04:00:00+00,2,14,0,0,0
KDIX,2010-09-11 04:00:00+00,1,14,-9.41494,-3.80341,209.15987
KDIX,2010-09-11 04:00:00+00,2,14,-7.27295,-4.64020,21.64727
KDOX,2010-09-11 04:00:00+00,1,14,-5.71624,-4.58783,21.91570
KDOX,2010-09-11 04:00:00+00,2,14,0,0,0
KENX,2010-09-11 04:00:00+00,1,14,-6.76196,-4.47367,81.72858
KENX,2010-09-11 04:00:00+00,2,14,0,0,0
KGYX,2010-09-11 04:00:00+00,1,14,-4.58714,-1.48880,12.93004
KGYX,2010-09-11 04:00:00+00,2,14,0,0,0
KOKX,2010-09-11 04:00:00+00,1,14,-6.36871,-3.37374,8.90873
KOKX,2010-09-11 04:00:00+00,2,14,0,0,0
KTYX,2010-09-11 04:00:00+00,1,14,-4.17464,-4.55701,14.38891
KTYX,2010-09-11 04:00:00+00,2,14,0,0,0
KBGM,2010-09-11 04:20:00+00,1,14,-6.16741,-8.51124,140.51318
KBGM,2010-09-11 04:20:00+00,2,14,-3.88467,-2.62537,1.88190
KBUF,2010-09-11 04:20:00+00,1,14,-8.51448,-6.27980,93.95369
KBUF,2010-09-11 04:20:00+00,2,14,0,0,0
KCCX,2010-09-11 04:20:00+00,1,14,-6.22406,-6.11564,68.81839
KCCX,2010-09-11 04:20:00+00,2,14,0,0,0
KLWX,2010-09-11 04:20:00+00,1,14,-8.33359,-6.74947,48.68212
KLWX,2010-09-11 04:20:00+00,2,14,0,0,0
KCBW,2010-09-11 04:40:00+00,1,14,0,0,0
KCBW,2010-09-11 04:40:00+00,2,14,0,0,0
KBOX,2010-09-11 05:00:00+00,1,14,0,0,0
KBOX,2010-09-11 05:00:00+00,2,14,0,0,0
KCXX,2010-09-11 05:00:00+00,1,14,-7.17904,-8.05265,46.59443
KCXX,2010-09-11 05:00:00+00,2,14,0,0,0
KDIX,2010-09-11 05:00:00+00,1,14,-8.48805,-4.64096,156.71547
KDIX,2010-09-11 05:00:00+00,2,14,-5.71194,-4.99339,10.45461
KENX,2010-09-11 05:00:00+00,1,14,-7.87577,-3.85021,62.27889
KENX,2010-09-11 05:00:00+00,2,14,0,0,0
KGYX,2010-09-11 05:00:00+00,1,14,-5.80971,-1.43984,10.91728
KGYX,2010-09-11 05:00:00+00,2,14,0,0,0
KOKX,2010-09-11 05:00:00+00,1,14,-7.61444,-2.80767,13.42426
KOKX,2010-09-11 05:00:00+00,2,14,0,0,0
KTYX,2010-09-11 05:00:00+00,1,14,-4.57314,-3.62552,8.88487
KTYX,2010-09-11 05:00:00+00,2,14,0,0,0
KBGM,2010-09-11 05:20:00+00,1,14,-7.68471,-6.26555,92.33840
KBGM,2010-09-11 05:20:00+00,2,14,0,0,0
KBUF,2010-09-11 05:20:00+00,1,14,-7.27117,-3.81772,43.64359
KBUF,2010-09-11 05:20:00+00,2,14,0,0,0
KCCX,2010-09-11 05:20:00+00,1,14,-5.99131,-4.11624,63.35606
KCCX,2010-09-11 05:20:00+00,2,14,0,0,0
KDOX,2010-09-11 05:20:00+00,1,14,-7.05089,-5.70451,39.78245
KDOX,2010-09-11 05:20:00+00,2,14,0,0,0
KLWX,2010-09-11 05:20:00+00,1,14,-7.95611,-7.67248,89.74275
KLWX,2010-09-11 05:20:00+00,2,14,-2.72774,-6.72266,1.75345
KCBW,2010-09-11 05:40:00+00,1,14,0,0,0
KCBW,2010-09-11 05:40:00+00,2,14,0,0,0
KBOX,2010-09-11 06:00:00+00,1,14,0,0,0
KBOX,2010-09-11 06:00:00+00,2,14,0,0,0
KCXX,2010-09-11 06:00:00+00,1,14,-8.90460,-6.24064,26.41645
KCXX,2010-09-11 06:00:00+00,2,14,0,0,0
KENX,2010-09-11 06:00:00+00,1,14,-6.75222,-3.43020,29.61111
KENX,2010-09-11 06:00:00+00,2,14,0,0,0
KGYX,2010-09-11 06:00:00+00,1,14,-6.68521,-2.12888,24.38252
KGYX,2010-09-11 06:00:00+00,2,14,0,0,0
KOKX,2010-09-11 06:00:00+00,1,14,-8.40236,-2.56149,14.39602
KOKX,2010-09-11 06:00:00+00,2,14,0,0,0
KBGM,2010-09-11 06:20:00+00,1,14,-6.49679,-4.37276,48.86175
KBGM,2010-09-11 06:20:00+00,2,14,0,0,0
KBUF,2010-09-11 06:20:00+00,1,14,-5.40039,-2.38504,23.37484
KBUF,2010-09-11 06:20:00+00,2,14,0,0,0
KCCX,2010-09-11 06:20:00+00,1,14,-6.11136,-2.17032,44.59841
KCCX,2010-09-11 06:20:00+00,2,14,0,0,0
KDIX,2010-09-11 06:20:00+00,1,14,-8.14798,-4.52193,92.97128
KDIX,2010-09-11 06:20:00+00,2,14,-2.21207,-3.64466,1.27987
KDOX,2010-09-11 06:20:00+00,1,14,-7.00344,-5.06732,50.96900
KDOX,2010-09-11 06:20:00+00,2,14,0,0,0
KLWX,2010-09-11 06:20:00+00,1,14,-7.18696,-8.40028,117.56046
KLWX,2010-09-11 06:20:00+00,2,14,0,0,0
KTYX,2010-09-11 06:20:00+00,1,14,-3.59698,-2.49406,2.65992
KTYX,2010-09-11 06:20:00+00,2,14,0,0,0
KCBW,2010-09-11 06:40:00+00,1,14,-6.71082,-3.66434,1.55810
KCBW,2010-09-11 06:40:00+00,2,14,0,0,0
KBOX,2010-09-11 07:00:00+00,1,14,0,0,0
KBOX,2010-09-11 07:00:00+00,2,14,0,0,0
KCXX,2010-09-11 07:00:00+00,1,14,-9.73855,-4.83217,30.33524
KCXX,2010-09-11 07:00:00+00,2,14,0,0,0
KDIX,2010-09-11 07:00:00+00,1,14,-7.54294,-3.05724,47.02528
KDIX,2010-09-11 07:00:00+00,2,14,0,0,0
KDOX,2010-09-11 07:00:00+00,1,14,-6.45996,-4.89874,51.80748
KDOX,2010-09-11 07:00:00+00,2,14,0,0,0
KENX,2010-09-11 07:00:00+00,1,14,-6.07694,-2.75740,10.16677
KENX,2010-09-11 07:00:00+00,2,14,0,0,0
KGYX,2010-09-11 07:00:00+00,1,14,-6.22263,-2.74462,12.90025
KGYX,2010-09-11 07:00:00+00,2,14,0,0,0
KOKX,2010-09-11 07:00:00+00,1,14,-7.12326,-1.64810,3.48618
KOKX,2010-09-11 07:00:00+00,2,14,0,0,0
KBGM,2010-09-11 07:20:00+00,1,14,-5.40051,-2.48661,24.23182
KBGM,2010-09-11 07:20:00+00,2,14,0,0,0
KBUF,2010-09-11 07:20:00+00,1,14,-2.33694,-2.88071,14.20899
KBUF,2010-09-11 07:20:00+00,2,14,0,0,0
KCCX,2010-09-11 07:20:00+00,1,14,-5.16217,-0.03514,24.15435
KCCX,2010-09-11 07:20:00+00,2,14,0,0,0
KLWX,2010-09-11 07:20:00+00,1,14,-6.88429,-6.54507,131.69935
KLWX,2010-09-11 07:20:00+00,2,14,0,0,0
KTYX,2010-09-11 07:20:00+00,1,14,-3.14346,-3.05411,3.09034
KTYX,2010-09-11 07:20:00+00,2,14,0,0,0
KCBW,2010-09-11 07:40:00+00,1,14,0,0,0
KCBW,2010-09-11 07:40:00+00,2,14,0,0,0
KGYX,2010-09-11 07:40:00+00,1,14,-6.38961,-3.52637,4.87756
KGYX,2010-09-11 07:40:00+00,2,14,0,0,0
KBOX,2010-09-11 08:00:00+00,1,14,0,0,0
KBOX,2010-09-11 08:00:00+00,2,14,0,0,0
KCXX,2010-09-11 08:00:00+00,1,14,-7.83274,-2.64269,10.53212
KCXX,2010-09-11 08:00:00+00,2,14,0,0,0
KDIX,2010-09-11 08:00:00+00,1,14,-6.85354,-2.67133,25.84121
KDIX,2010-09-11 08:00:00+00,2,14,0,0,0
KDOX,2010-09-11 08:00:00+00,1,14,-5.72057,-4.06216,39.47906
KDOX,2010-09-11 08:00:00+00,2,14,0,0,0
KENX,2010-09-11 08:00:00+00,1,14,-5.12540,-3.14090,8.41270
KENX,2010-09-11 08:00:00+00,2,14,0,0,0
KOKX,2010-09-11 08:00:00+00,1,14,-6.58384,-2.17211,1.90442
KOKX,2010-09-11 08:00:00+00,2,14,0,0,0
KBGM,2010-09-11 08:20:00+00,1,14,-3.75930,-2.58341,14.79727
KBGM,2010-09-11 08:20:00+00,2,14,0,0,0
KBUF,2010-09-11 08:20:00+00,1,14,-1.93464,-1.60900,4.57117
KBUF,2010-09-11 08:20:00+00,2,14,0,0,0
KCCX,2010-09-11 08:20:00+00,1,14,-4.33601,0.71134,12.95596
KCCX,2010-09-11 08:20:00+00,2,14,0,0,0
KLWX,2010-09-11 08:20:00+00,1,14,-5.90854,-5.48519,162.44404
KLWX,2010-09-11 08:20:00+00,2,14,0,0,0
KTYX,2010-09-11 08:20:00+00,1,14,-3.72794,-3.91916,2.96356
KTYX,2010-09-11 08:20:00+00,2,14,0,0,0
KCBW,2010-09-11 08:40:00+00,1,14,0,0,0
KCBW,2010-09-11 08:40:00+00,2,14,0,0,0
KBOX,2010-09-11 09:00:00+00,1,14,0,0,0
KBOX,2010-09-11 09:00:00+00,2,14,0,0,0
KCXX,2010-09-11 09:00:00+00,1,14,-4.86896,-3.55289,1.36082
KCXX,2010-09-11 09:00:00+00,2,14,0,0,0
KDIX,2010-09-11 09:00:00+00,1,14,-5.61069,-0.33407,7.09572
KDIX,2010-09-11 09:00:00+00,2,14,0,0,0
KDOX,2010-09-11 09:00:00+00,1,14,-5.00643,-2.21594,11.48980
KDOX,2010-09-11 09:00:00+00,2,14,0,0,0
KENX,2010-09-11 09:00:00+00,1,14,-4.35214,-3.41121,4.39869
KENX,2010-09-11 09:00:00+00,2,14,0,0,0
KGYX,2010-09-11 09:00:00+00,1,14,-5.60381,-3.21809,2.83338
KGYX,2010-09-11 09:00:00+00,2,14,0,0,0
KOKX,2010-09-11 09:00:00+00,1,14,0,0,0
KOKX,2010-09-11 09:00:00+00,2,14,0,0,0
KBGM,2010-09-11 09:20:00+00,1,14,-4.03122,-3.78529,8.05978
KBGM,2010-09-11 09:20:00+00,2,14,0,0,0
KCCX,2010-09-11 09:20:00+00,1,14,-3.45415,0.52141,3.12370
KCCX,2010-09-11 09:20:00+00,2,14,0,0,0
KLWX,2010-09-11 09:20:00+00,1,14,-5.58654,-3.13206,143.14329
KLWX,2010-09-11 09:20:00+00,2,14,0,0,0
KTYX,2010-09-11 09:20:00+00,1,14,-3.61074,-4.14673,1.94184
KTYX,2010-09-11 09:20:00+00,2,14,0,0,0
KBUF,2010-09-11 09:40:00+00,1,14,0,0,0
KBUF,2010-09-11 09:40:00+00,2,14,0,0,0
KCBW,2010-09-11 09:40:00+00,1,14,0,0,0
KCBW,2010-09-11 09:40:00+00,2,14,0,0,0
KBGM,2010-09-11 10:00:00+00,1,14,0,0,0
KBGM,2010-09-11 10:00:00+00,2,14,0,0,0
KBOX,2010-09-11 10:00:00+00,1,14,0,0,0
KBOX,2010-09-11 10:00:00+00,2,14,0,0,0
KCXX,2010-09-11 10:00:00+00,1,14,0,0,0
KCXX,2010-09-11 10:00:00+00,2,14,0,0,0
KDIX,2010-09-11 10:00:00+00,1,14,0,0,0
KDIX,2010-09-11 10:00:00+00,2,14,0,0,0
KENX,2010-09-11 10:00:00+00,1,14,0,0,0
KENX,2010-09-11 10:00:00+00,2,14,0,0,0
KGYX,2010-09-11 10:00:00+00,1,14,0,0,0
KGYX,2010-09-11 10:00:00+00,2,14,0,0,0
KOKX,2010-09-11 10:00:00+00,1,14,0,0,0
KOKX,2010-09-11 10:00:00+00,2,14,0,0,0
KBUF,2010-09-11 10:20:00+00,1,14,0,0,0
KBUF,2010-09-11 10:20:00+00,2,14,0,0,0
KCCX,2010-09-11 10:20:00+00,1,14,0,0,0
KCCX,2010-09-11 10:20:00+00,2,14,0,0,0
KDOX,2010-09-11 10:20:00+00,1,14,0,0,0
KDOX,2010-09-11 10:20:00+00,2,14,0,0,0
KLWX,2010-09-11 10:20:00+00,1,14,-6.60607,-4.73890,17.25674
KLWX,2010-09-11 10:20:00+00,2,14,0,0,0
KTYX,2010-09-11 10:20:00+00,1,14,0,0,0
KTYX,2010-09-11 10:20:00+00,2,14,0,0,0
KCBW,2010-09-11 22:40:00+00,1,14,0,0,0
KCBW,2010-09-11 22:40:00+00,2,14,0,0,0
KGYX,2010-09-11 22:40:00+00,1,14,0,0,0
KGYX,2010-09-11 22:40:00+00,2,14,0,0,0
KBOX,2010-09-11 23:00:00+00,1,14,0,0,0
KBOX,2010-09-11 23:00:00+00,2,14,0,0,0
KCXX,2010-09-11 23:00:00+00,1,14,0,0,0
KCXX,2010-09-11 23:00:00+00,2,14,0,0,0
KDIX,2010-09-11 23:00:00+00,1,14,0,0,0
KDIX,2010-09-11 23:00:00+00,2,14,0,0,0
KDOX,2010-09-11 23:00:00+00,1,14,0,0,0
KDOX,2010-09-11 23:00:00+00,2,14,0,0,0
KENX,2010-09-11 23:00:00+00,1,14,0,0,0
KENX,2010-09-11 23:00:00+00,2,14,0,0,0
KOKX,2010-09-11 23:00:00+00,1,14,0,0,0
KOKX,2010-09-11 23:00:00+00,2,14,0,0,0
KTYX,2010-09-11 23:00:00+00,1,14,0,0,0
KTYX,2010-09-11 23:00:00+00,2,14,0,0,0
KBGM,2010-09-11 23:20:00+00,1,14,0,0,0
KBGM,2010-09-11 23:20:00+00,2,14,0,0,0
KBUF,2010-09-11 23:20:00+00,1,14,0,0,0
KBUF,2010-09-11 23:20:00+00,2,14,0,0,0
KCCX,2010-09-11 23:20:00+00,1,14,0,0,0
KCCX,2010-09-11 23:20:00+00,2,14,0,0,0
KLWX,2010-09-11 23:20:00+00,1,14,0,0,0
KLWX,2010-09-11 23:20:00+00,2,14,0,0,0
KCBW,2010-09-11 23:40:00+00,1,14,-4.38277,-4.51502,18.41751
KCBW,2010-09-11 23:40:00+00,2,14,0,0,0
KCBW,2010-10-02 00:00:00+00,1,14,-1.08381,-8.97963,186.07597
KCBW,2010-10-02 00:00:00+00,2,14,0,0,0
KBOX,2010-10-02 00:20:00+00,1,14,-1.23331,1.26564,2.34511
KBOX,2010-10-02 00:20:00+00,2,14,0,0,0
KCXX,2010-10-02 00:20:00+00,1,14,0.44853,-2.73544,19.10454
KCXX,2010-10-02 00:20:00+00,2,14,0,0,0
KENX,2010-10-02 00:20:00+00,1,14,-3.32198,-1.51668,7.90924
KENX,2010-10-02 00:20:00+00,2,14,-3.86575,-5.36069,1.66188
KGYX,2010-10-02 00:20:00+00,1,14,-1.40819,-2.57871,872.70917
KGYX,2010-10-02 00:20:00+00,2,14,1.32379,0.04985,19.70960
KOKX,2010-10-02 00:20:00+00,1,14,0,0,0
KOKX,2010-10-02 00:20:00+00,2,14,0,0,0
KBGM,2010-10-02 00:40:00+00,1,14,-6.17600,-5.22571,79.78878
KBGM,2010-10-02 00:40:00+00,2,14,-5.33602,-6.39069,1.50954
KCCX,2010-10-02 00:40:00+00,1,14,-2.88575,-3.30252,66.88691
KCCX,2010-10-02 00:40:00+00,2,14,0,0,0
KDIX,2010-10-02 00:40:00+00,1,14,3.02044,-3.09890,19.15961
KDIX,2010-10-02 00:40:00+00,2,14,0,0,0
KDOX,2010-10-02 00:40:00+00,1,14,1.23399,-4.97891,28.30167
KDOX,2010-10-02 00:40:00+00,2,14,0,0,0
KLWX,2010-10-02 00:40:00+00,1,14,0.06709,-7.29441,117.50142
KLWX,2010-10-02 00:40:00+00,2,14,-7.43142,-1.14897,2.67682
KTYX,2010-10-02 00:40:00+00,1,14,-2.73978,-3.29916,107.50895
KTYX,2010-10-02 00:40:00+00,2,14,0,0,0
KBUF,2010-10-02 01:00:00+00,1,14,-4.41296,-9.00851,63.02401
KBUF,2010-10-02 01:00:00+00,2,14,0,0,0
KCBW,2010-10-02 01:00:00+00,1,14,-2.57636,-10.58619,625.02229
KCBW,2010-10-02 01:00:00+00,2,14,0,0,0
KGYX,2010-10-02 01:00:00+00,1,14,0.59846,-4.43693,132.98463
KGYX,2010-10-02 01:00:00+00,2,14,0,0,0
KBOX,2010-10-02 01:20:00+00,1,14,-3.36150,-2.20474,10.49874
KBOX,2010-10-02 01:20:00+00,2,14,0,0,0
KCXX,2010-10-02 01:20:00+00,1,14,1.27304,-6.68727,84.51018
KCXX,2010-10-02 01:20:00+00,2,14,0,0,0
KENX,2010-10-02 01:20:00+00,1,14,-3.62240,-4.03499,53.96290
KENX,2010-10-02 01:20:00+00,2,14,-4.85789,-5.94856,3.66502
KOKX,2010-10-02 01:20:00+00,1,14,-1.06524,-6.53695,6.11119
KOKX,2010-10-02 01:20:00+00,2,14,0,0,0
